training_seed,seed,episode_return,success,steps,action_energy,final_position
2026,2114,96.0892480823699,True,401,39.107519176301,0.46047067642211914
2026,2115,96.03932881853667,True,441,39.60671181463324,0.473102331161499
2026,2116,95.81661897029551,True,403,41.83381029704488,0.46047067642211914
2026,2117,96.36802544902758,True,365,36.319745509724214,0.4686695635318756
2026,2118,96.18834611329147,True,363,38.11653886708524,0.46047067642211914
2026,2119,96.65872168314225,True,290,33.412783168577505,0.47376585006713867
2026,2120,96.34212624459492,True,288,36.57873755405083,0.46047067642211914
2026,2121,96.26699735935426,True,438,37.33002640645738,0.47775042057037354
2026,2122,95.11572891490866,True,555,48.842710850913335,0.46047067642211914
2026,2123,96.98733932179903,True,288,30.126606782009613,0.45149821043014526
2026,2124,96.55626038950939,True,370,34.43739610490607,0.4605658948421478
2026,2125,96.62467301749712,True,364,33.75326982502888,0.4708870053291321
