policy,seed,episode_return,success,steps,action_energy,max_position,final_position
random,2117,-32.96244121696879,False,999,329.62441216968773,-0.17899516224861145,-0.7849136590957642
random,2118,-34.75051806339532,False,999,347.5051806339534,-0.008541266433894634,-0.08490926772356033
random,2119,-32.579443315105244,False,999,325.79443315105215,-0.2206200212240219,-0.3537972867488861
random,2120,-33.47119385805628,False,999,334.7119385805634,-0.16274207830429077,-0.16274207830429077
random,2121,-32.95196751209803,False,999,329.51967512098093,-0.03369676694273949,-0.8544623851776123
random,2122,-33.16535005687524,False,999,331.65350056875303,-0.14220908284187317,-0.4961230158805847
random,2123,-33.2161207183083,False,999,332.16120718308326,-0.26808837056159973,-0.4298939108848572
random,2124,-35.38435972033909,False,999,353.8435972033908,-0.12245127558708191,-0.1421903669834137
random,2125,-32.27214116107391,False,999,322.72141161073955,-0.39342719316482544,-0.526762068271637
bang_bang,2026,92.20000000000002,True,78,78.0,0.4507795572280884,0.4507795572280884
bang_bang,2027,92.10000000000002,True,79,79.0,0.4799051880836487,0.4799051880836487
bang_bang,2028,92.20000000000002,True,78,78.0,0.45432761311531067,0.45432761311531067
bang_bang,2029,91.70000000000002,True,83,83.0,0.4583888649940491,0.4583888649940491
bang_bang,2030,92.20000000000002,True,78,78.0,0.45560887455940247,0.45560887455940247
bang_bang,2031,92.20000000000002,True,78,78.0,0.4541705846786499,0.4541705846786499
bang_bang,2032,92.10000000000002,True,79,79.0,0.48000824451446533,0.48000824451446533
bang_bang,2033,92.20000000000002,True,78,78.0,0.46117517352104187,0.46117517352104187
bang_bang,2034,92.20000000000002,True,78,78.0,0.4521194398403168,0.4521194398403168
bang_bang,2035,92.10000000000002,True,79,79.0,0.4938194453716278,0.4938194453716278
bang_bang,2036,92.40000000000002,True,76,76.0,0.4507409930229187,0.4507409930229187
bang_bang,2037,91.90000000000002,True,81,81.0,0.4507409930229187,0.4507409930229187
bang_bang,2038,91.90000000000002,True,81,81.0,0.5066419839859009,0.5066419839859009
bang_bang,2039,92.00000000000001,True,80,80.0,0.4950222074985504,0.4950222074985504
bang_bang,2040,91.90000000000002,True,81,81.0,0.5035625696182251,0.5035625696182251
bang_bang,2041,92.00000000000001,True,80,80.0,0.49557340145111084,0.49557340145111084
